plot,species,sensor_id,Date,F_avg
Freshwater,Beech,F13,2023-09-23,0.05743764178195995
Freshwater,Beech,F13,2023-09-24,0.036282136399925044
Freshwater,Beech,F13,2023-09-25,1.043878922760247
Freshwater,Beech,F13,2023-09-26,0.03699720705575607
Freshwater,Beech,F13,2023-09-27,0.9408253554679947
Freshwater,Beech,F13,2023-09-28,0.6306021257415544
Freshwater,Beech,F13,2023-09-29,0.4470561086589159
Freshwater,Beech,F13,2023-09-30,0.8566285570944012
Freshwater,Beech,F13,2023-10-01,1.6215975279102648
Freshwater,Beech,F13,2023-10-02,1.5008466173502693
Freshwater,Beech,F13,2023-10-03,1.1682010437550645
Freshwater,Beech,F13,2023-10-04,1.4060325022277418
Freshwater,Beech,F13,2023-10-05,1.373969523837881
Freshwater,Beech,F13,2023-10-06,0.7408048312654999
Freshwater,Beech,F13,2023-10-07,0.026334572319975692
Freshwater,Beech,F13,2023-10-08,1.2110819618327124
Freshwater,Beech,F13,2023-10-09,1.4695989789922144
Freshwater,Beech,F13,2023-10-10,1.499251126791935
Freshwater,Beech,F13,2023-10-11,1.4204866794808386
Freshwater,Beech,F13,2023-10-12,1.3373642664117131
Freshwater,Beech,F13,2023-10-13,1.3392512718180112
Freshwater,Beech,F13,2023-10-14,0.008472314344645767
Freshwater,Beech,F13,2023-10-15,0.9269789027571634
Freshwater,Beech,F13,2023-10-16,1.2583972284336475
Freshwater,Beech,F13,2023-10-17,1.0515503974502445
Freshwater,Beech,F13,2023-10-18,1.4034110018901926
Freshwater,Beech,F13,2023-10-19,1.3883973331908035
Freshwater,Beech,F13,2023-10-20,1.3414745025910408
Freshwater,Beech,F13,2023-10-21,1.243752896403825
Freshwater,Beech,F13,2023-10-22,1.3180849065822537
Freshwater,Beech,F13,2023-10-23,1.2388987209902744
Freshwater,Beech,F13,2023-10-24,1.4785257572819832
Freshwater,Beech,F13,2023-10-25,1.199356184416509
Freshwater,Beech,F13,2023-10-26,1.1485580214620792
Freshwater,Beech,F13,2023-10-27,1.336379481064577
Freshwater,Beech,F13,2023-10-28,1.3091492088857661
Freshwater,Beech,F13,2023-10-29,0.976425825367358
Freshwater,Beech,F13,2023-10-30,1.3006252652780192
Freshwater,Beech,F13,2023-10-31,0.6159443653119835
Freshwater,Beech,F13,2023-11-01,0.6198283219034428
Freshwater,Beech,F13,2023-11-02,0.4436643723061108
Freshwater,Beech,F13,2023-11-03,0.7898022978449234
Freshwater,Beech,F13,2023-11-04,0.7888553650795567
Freshwater,Beech,F13,2023-11-05,1.3010226391539115
Freshwater,Beech,F13,2023-11-06,0.4461450317558637
Freshwater,Beech,F13,2023-11-07,0.7124711811018182
Freshwater,Beech,F13,2023-11-08,0.3643972403510045
Freshwater,Beech,F13,2023-11-09,0.4423545443045663
Freshwater,Beech,F13,2023-11-10,0.004070114825523157
Freshwater,Beech,F13,2023-11-11,0.052926606045143876
Freshwater,Beech,F13,2023-11-12,0.12726675605344134
Freshwater,Beech,F13,2023-11-13,0.08510972255043943
Freshwater,Beech,F13,2023-11-14,0.13704193431467904
Freshwater,Beech,F13,2023-11-15,0.04920460326687477
Freshwater,Beech,F13,2023-11-16,0.05090132935108207
Freshwater,Beech,F13,2023-11-17,0.04559871431048587
Freshwater,Beech,F13,2023-11-18,0.11667047167534444
Freshwater,Beech,F13,2023-11-19,0.22909763053954713
Freshwater,Beech,F13,2023-11-20,0.19753726339931707
Freshwater,Beech,F13,2023-11-21,0.0818614795344602
Freshwater,Beech,F13,2023-11-22,0.27539487730243234
Freshwater,Beech,F13,2023-11-23,0.10502937625995486
Freshwater,Beech,F13,2023-11-24,0.12715733192347214
Freshwater,Beech,F13,2023-11-25,0.09973666133573277
Freshwater,Beech,F13,2023-11-26,0.057949229976375805
Freshwater,Beech,F13,2023-11-27,0.1288658816251005
Freshwater,Beech,F13,2023-11-28,0.12411536267706841
Freshwater,Beech,F13,2023-11-29,0.07583602101485007
Freshwater,Beech,F13,2023-11-30,0.032967871477345714
Freshwater,Beech,F13,2023-12-01,0.014879181077540516
Freshwater,Beech,F13,2023-12-02,0.022787180734377053
Freshwater,Beech,F13,2023-12-03,0.04295780778485841
Freshwater,Beech,F13,2023-12-04,0.08872090897921918
Freshwater,Beech,F13,2023-12-05,0.10977378302438974
Freshwater,Beech,F13,2023-12-06,0.05906151805966331
Freshwater,Beech,F13,2023-12-07,0.07110368638747501
Freshwater,Beech,F13,2023-12-08,0.07103632437456665
Freshwater,Beech,F13,2023-12-09,0.10561569676489116
Freshwater,Beech,F13,2023-12-10,0.011771406288402684
Freshwater,Beech,F13,2023-12-11,0.09173781841882479
Freshwater,Beech,F13,2023-12-12,0.08258781125607054
Freshwater,Beech,F13,2023-12-13,0.1460750705215089
Freshwater,Beech,F13,2023-12-14,0.055027211432743264
Freshwater,Beech,F13,2023-12-15,0.20491598546851478
Freshwater,Beech,F13,2023-12-16,0.06924187922700915
Freshwater,Beech,F13,2023-12-17,0.06794496033906333
Freshwater,Beech,F13,2023-12-18,0.12227490426255515
Freshwater,Beech,F13,2023-12-19,0.0745651162842437
Freshwater,Beech,F13,2023-12-20,0.12184042955169537
Freshwater,Beech,F13,2023-12-21,0.10115540677639759
Freshwater,Beech,F13,2023-12-22,0.026219378269166954
Freshwater,Beech,F13,2023-12-23,0.009073382605431954
Freshwater,Beech,F13,2023-12-24,0.010403225266719955
Freshwater,Beech,F13,2023-12-25,0.03108927552826309
Freshwater,Beech,F13,2023-12-26,0.03266770549050782
Freshwater,Beech,F13,2023-12-27,0.0153676494135594
Freshwater,Beech,F13,2023-12-28,0.027454390522083885
Freshwater,Beech,F13,2023-12-29,0.03480313721241564
Freshwater,Beech,F13,2023-12-30,0.024123512184778595
Freshwater,Beech,F13,2023-12-31,0.013046698721402955
Freshwater,Beech,F14,2023-01-01,0.023669864845863614
Freshwater,Beech,F14,2023-01-02,0.03303251413878252
Freshwater,Beech,F14,2023-01-03,0.012431100548788723
Freshwater,Beech,F14,2023-01-04,0.012730859950788221
Freshwater,Beech,F14,2023-01-05,0.01141511006254876
Freshwater,Beech,F14,2023-01-06,0.0026853480619864686
Freshwater,Beech,F14,2023-01-07,0.008122774225690566
Freshwater,Beech,F14,2023-01-08,0.007777541004457619
Freshwater,Beech,F14,2023-01-09,0.017298999094266035
Freshwater,Beech,F14,2023-01-10,0.00599056660197212
Freshwater,Beech,F14,2023-01-11,0.009556668262694492
Freshwater,Beech,F14,2023-01-12,0.010738069717323856
Freshwater,Beech,F14,2023-01-13,0.01231016458091127
Freshwater,Beech,F14,2023-01-14,0.005042257551694484
Freshwater,Beech,F14,2023-01-15,0.02139998702241571
Freshwater,Beech,F14,2023-01-16,0.034921632107432155
Freshwater,Beech,F14,2023-01-17,0.007373212010031848
Freshwater,Beech,F14,2023-01-18,0.03023186109917305
Freshwater,Beech,F14,2023-01-19,0.010519717160142968
Freshwater,Beech,F14,2023-01-20,0.025747678361025754
Freshwater,Beech,F14,2023-01-21,0.010462824017714688
Freshwater,Beech,F14,2023-01-22,0.012097637507384977
Freshwater,Beech,F14,2023-01-23,0.012546780107326223
Freshwater,Beech,F14,2023-01-24,0.02834444582563944
Freshwater,Beech,F14,2023-01-25,0.008854800911698985
Freshwater,Beech,F14,2023-01-26,0.0147518740691129
Freshwater,Beech,F14,2023-01-27,0.015017022155182944
Freshwater,Beech,F14,2023-01-28,0.031252444957110756
Freshwater,Beech,F14,2023-01-29,0.015004626801949951
Freshwater,Beech,F14,2023-01-30,0.035385118267033694
Freshwater,Beech,F14,2023-01-31,0.010295444713363227
Freshwater,Beech,F14,2023-02-01,0.020356926753708683
Freshwater,Beech,F14,2023-02-02,0.024239613691515102
Freshwater,Beech,F14,2023-02-03,0.0010563467583700086
Freshwater,Beech,F14,2023-02-04,0.014004321398603355
Freshwater,Beech,F14,2023-02-05,0.02273905768129398
Freshwater,Beech,F14,2023-02-06,0.006795244062743571
Freshwater,Beech,F14,2023-02-07,0.044923062388933406
Freshwater,Beech,F14,2023-02-08,0.04295159353028859
Freshwater,Beech,F14,2023-02-09,0.028945064118526646
Freshwater,Beech,F14,2023-02-10,0.011190034902707688
Freshwater,Beech,F14,2023-02-11,0.03154913783107223
Freshwater,Beech,F14,2023-02-12,0.019958361326285343
Freshwater,Beech,F14,2023-02-13,0.026094766768419746
Freshwater,Beech,F14,2023-02-14,0.042809953420406735
Freshwater,Beech,F14,2023-02-15,0.03694143490034242
Freshwater,Beech,F14,2023-02-16,0.011607725888328948
Freshwater,Beech,F14,2023-02-17,0.044017338692215614
Freshwater,Beech,F14,2023-02-18,0.03252134774194104
Freshwater,Beech,F14,2023-02-19,0.026964601508953905
Freshwater,Beech,F14,2023-02-20,0.017693080873776898
Freshwater,Beech,F14,2023-02-21,0.030215322392505312
Freshwater,Beech,F14,2023-02-22,0.020765491489590154
Freshwater,Beech,F14,2023-02-23,0.028266755006496027
Freshwater,Beech,F14,2023-02-24,0.0241877083343352
Freshwater,Beech,F14,2023-02-25,0.013655422640503727
Freshwater,Beech,F14,2023-02-26,0.0203315022684581
Freshwater,Beech,F14,2023-02-27,0.028240603402059326
Freshwater,Beech,F14,2023-02-28,0.02017869582381217
Freshwater,Beech,F14,2023-03-01,0.04236034387194281
Freshwater,Beech,F14,2023-03-02,0.05641968486941745
Freshwater,Beech,F14,2023-03-03,0.008929326676127875
Freshwater,Beech,F14,2023-03-04,0.020287739490705513
Freshwater,Beech,F14,2023-03-05,0.07368518684611343
Freshwater,Beech,F14,2023-03-06,0.048291540444251
Freshwater,Beech,F14,2023-03-07,0.02558013501317203
Freshwater,Beech,F14,2023-03-08,0.0392007277244677
Freshwater,Beech,F14,2023-03-09,0.04101761622946859
Freshwater,Beech,F14,2023-03-10,0.019092316818860117
Freshwater,Beech,F14,2023-03-11,0.013111566112882339
Freshwater,Beech,F14,2023-03-12,0.02253052861756802
Freshwater,Beech,F14,2023-03-13,0.007255051256701971
Freshwater,Beech,F14,2023-03-14,0.01815405753478753
Freshwater,Beech,F14,2023-03-15,0.024211120026425958
Freshwater,Beech,F14,2023-03-16,0.03296855921604589
Freshwater,Beech,F14,2023-03-17,0.0033783222145140355
Freshwater,Beech,F14,2023-03-18,0.029348546779793767
Freshwater,Beech,F14,2023-03-19,0.034470724503887044
Freshwater,Beech,F14,2023-03-20,0.04477711211041619
Freshwater,Beech,F14,2023-03-21,0.03247826883548437
Freshwater,Beech,F14,2023-03-22,0.032646838464127616
Freshwater,Beech,F14,2023-03-23,0.05513594012252007
Freshwater,Beech,F14,2023-03-24,0.006719681697359843
Freshwater,Beech,F14,2023-03-25,0.006924897250462112
Freshwater,Beech,F14,2023-03-26,0.00708058016513937
Freshwater,Beech,F14,2023-03-27,0.009086454520362861
Freshwater,Beech,F14,2023-03-28,0.009478509023882762
Freshwater,Beech,F14,2023-03-29,0.021599840892465735
Freshwater,Beech,F14,2023-03-30,0.023083016104369164
Freshwater,Beech,F14,2023-03-31,0.009342360021101488
Freshwater,Beech,F14,2023-04-01,0.02707319625309375
Freshwater,Beech,F14,2023-04-02,0.017469848803721277
Freshwater,Beech,F14,2023-04-03,0.025857040079200894
Freshwater,Beech,F14,2023-04-04,0.04923229380617634
Freshwater,Beech,F14,2023-04-05,0.16728655946374155
Freshwater,Beech,F14,2023-04-06,0.6182354585556689
Freshwater,Beech,F14,2023-04-07,0.1346502944827417
Freshwater,Beech,F14,2023-04-08,0.1412356711311665
Freshwater,Beech,F14,2023-04-09,0.30497537956858906
Freshwater,Beech,F14,2023-04-10,0.4518953358757435
Freshwater,Beech,F14,2023-04-11,0.6138021284462599
Freshwater,Beech,F14,2023-04-12,0.7117064813539351
Freshwater,Beech,F14,2023-04-13,0.9450842587465696
Freshwater,Beech,F14,2023-04-14,0.9113338097045188
Freshwater,Beech,F14,2023-04-15,0.8755327302374318
Freshwater,Beech,F14,2023-04-16,0.9840506294629805
Freshwater,Beech,F14,2023-04-17,0.8636226834801511
Freshwater,Beech,F14,2023-04-18,1.0184871496373293
Freshwater,Beech,F14,2023-04-19,0.9207306300021346
Freshwater,Beech,F14,2023-04-20,0.9824814688440433
Freshwater,Beech,F14,2023-04-21,0.9676816620537367
Freshwater,Beech,F14,2023-04-22,0.948413537579509
Freshwater,Beech,F14,2023-04-23,0.8589408415721207
Freshwater,Beech,F14,2023-04-24,0.80843965471730594
Freshwater,Beech,F14,2023-04-25,0.7887963576795319
Freshwater,Beech,F14,2023-04-26,0.8457292153848252
Freshwater,Beech,F14,2023-04-27,0.8136769799756626
Freshwater,Beech,F14,2023-04-28,0.008563700358805996
Freshwater,Beech,F14,2023-04-29,0.0928215549986033
Freshwater,Beech,F14,2023-04-30,0.033687046905025615
Freshwater,Beech,F14,2023-05-01,0.9473756246389049
Freshwater,Beech,F14,2023-05-02,0.13289736632595103
Freshwater,Beech,F14,2023-05-03,0.5100419932781716
Freshwater,Beech,F14,2023-05-04,0.7300215576682485
Freshwater,Beech,F14,2023-05-05,0.7862738817391659
Freshwater,Beech,F14,2023-05-06,0.9782849421096174
Freshwater,Beech,F14,2023-05-07,0.8691261143782011
Freshwater,Beech,F14,2023-05-08,1.1498111090099605
Freshwater,Beech,F14,2023-05-09,0.18864469570585185
Freshwater,Beech,F14,2023-05-10,0.9916452863280674
Freshwater,Beech,F14,2023-05-11,0.9766232604196197
Freshwater,Beech,F14,2023-05-12,0.9852660746298789
Freshwater,Beech,F14,2023-05-13,0.6755529747990718
Freshwater,Beech,F14,2023-05-14,1.0737900459865903
Freshwater,Beech,F14,2023-05-15,1.0096737978207262
Freshwater,Beech,F14,2023-05-16,1.0744700580754518
Freshwater,Beech,F14,2023-05-17,1.046494337944336
Freshwater,Beech,F14,2023-05-18,0.8863723722642842
Freshwater,Beech,F14,2023-05-19,0.9985940745894472
Freshwater,Beech,F14,2023-05-20,0.3872151312091833
Freshwater,Beech,F14,2023-05-21,1.0381871960435436
Freshwater,Beech,F14,2023-05-22,1.1985967492244234
Freshwater,Beech,F14,2023-05-23,0.9382962490426101
Freshwater,Beech,F14,2023-05-24,1.1071837625164536
Freshwater,Beech,F14,2023-05-25,0.9261922952414942
Freshwater,Beech,F14,2023-05-26,1.0671666010493304
Freshwater,Beech,F14,2023-05-27,1.130035862934321
Freshwater,Beech,F14,2023-05-28,0.8804761681460322
Freshwater,Beech,F14,2023-05-29,0.3566710564505056
Freshwater,Beech,F14,2023-05-30,0.9061775403822879
Freshwater,Beech,F14,2023-05-31,1.0139204499155243
Freshwater,Beech,F14,2023-06-01,1.0371659283684265
Freshwater,Beech,F14,2023-06-02,1.2314163046242412
Freshwater,Beech,F14,2023-06-03,1.1705138476687402
Freshwater,Beech,F14,2023-06-04,1.1845856709788578
Freshwater,Beech,F14,2023-06-05,0.9964222992311871
Freshwater,Beech,F14,2023-06-06,1.2194696410474826
Freshwater,Beech,F14,2023-06-07,1.1575289523474495
Freshwater,Beech,F14,2023-06-08,1.1745221201986749
Freshwater,Beech,F14,2023-06-09,1.0787416744912097
Freshwater,Beech,F14,2023-06-10,1.294535735705226
Freshwater,Beech,F14,2023-06-11,1.1780446302759002
Freshwater,Beech,F14,2023-06-12,0.2630666802522659
Freshwater,Beech,F14,2023-06-13,1.1411408802767116
Freshwater,Beech,F14,2023-06-14,0.7076353316816735
Freshwater,Beech,F14,2023-06-15,1.2243489248717163
Freshwater,Beech,F14,2023-06-16,0.9232431485878669
Freshwater,Beech,F14,2023-06-17,1.2490884359766177
Freshwater,Beech,F14,2023-06-18,1.3382822094090467
Freshwater,Beech,F14,2023-06-19,1.064908136922953
Freshwater,Beech,F14,2023-06-20,0.6604837696257387
Freshwater,Beech,F14,2023-06-21,0.010601644630423627
Freshwater,Beech,F14,2023-06-22,0.09988847824596604
Freshwater,Beech,F14,2023-06-23,0.014026401401047852
Freshwater,Beech,F14,2023-06-24,0.535283156872371
Freshwater,Beech,F14,2023-06-25,0.9939561388482737
Freshwater,Beech,F14,2023-06-26,0.8714864684609048
Freshwater,Beech,F14,2023-06-27,1.050052696362659
Freshwater,Beech,F14,2023-06-28,1.0844676107053621
Freshwater,Beech,F14,2023-06-29,1.1452734488951708
Freshwater,Beech,F14,2023-06-30,1.0320326595370677
Freshwater,Beech,F14,2023-07-01,0.9360666769836282
Freshwater,Beech,F14,2023-07-02,0.7336442089648206
Freshwater,Beech,F14,2023-07-03,1.1231221168859387
Freshwater,Beech,F14,2023-07-04,1.1997271355266768
Freshwater,Beech,F14,2023-07-05,1.1827433056422163
Freshwater,Beech,F14,2023-07-06,1.1936282425503906
Freshwater,Beech,F14,2023-07-07,1.0980543094746773
Freshwater,Beech,F14,2023-07-08,1.1117943308490355
Freshwater,Beech,F14,2023-07-09,0.8469018220922419
Freshwater,Beech,F14,2023-07-10,1.0606272884469763
Freshwater,Beech,F14,2023-07-11,1.2875297741003002
Freshwater,Beech,F14,2023-07-12,1.3046978494190855
Freshwater,Beech,F14,2023-07-13,1.3070010939426664
Freshwater,Beech,F14,2023-07-14,1.2015835539582447
Freshwater,Beech,F14,2023-07-15,0.7552787068739495
Freshwater,Beech,F14,2023-07-16,0.006711949556581931
Freshwater,Beech,F14,2023-07-17,1.1402487309583715
Freshwater,Beech,F14,2023-07-18,1.234695385818504
Freshwater,Beech,F14,2023-07-19,0.2640436526783071
Freshwater,Beech,F14,2023-07-20,1.0444632738318116
Freshwater,Beech,F14,2023-07-21,1.0076722012866492
Freshwater,Beech,F14,2023-07-22,1.1223327864050208
Freshwater,Beech,F14,2023-07-23,1.3006986407320866
Freshwater,Beech,F14,2023-07-24,0.7687427392316766
Freshwater,Beech,F14,2023-07-25,0.8303269466106685
Freshwater,Beech,F14,2023-07-26,1.1313914865722383
Freshwater,Beech,F14,2023-07-27,1.1951332279303877
Freshwater,Beech,F14,2023-07-28,1.244056522741419
Freshwater,Beech,F14,2023-07-29,1.188556066331046
Freshwater,Beech,F14,2023-07-30,1.1271054221947907
Freshwater,Beech,F14,2023-07-31,1.0860383211204274
Freshwater,Beech,F14,2023-08-01,1.1644241174435974
Freshwater,Beech,F14,2023-08-02,1.2001215876038702
Freshwater,Beech,F14,2023-08-03,0.9415329537607514
Freshwater,Beech,F14,2023-08-04,0.24918341306960443
Freshwater,Beech,F14,2023-08-05,0.8296916733683635
Freshwater,Beech,F14,2023-08-06,1.0678177274598448
Freshwater,Beech,F14,2023-08-07,0.8845683521381342
Freshwater,Beech,F14,2023-08-08,1.1383683725200073
Freshwater,Beech,F14,2023-08-09,1.1844316849240113
Freshwater,Beech,F14,2023-08-10,0.6288436939668777
Freshwater,Beech,F14,2023-08-11,1.172099782793265
Freshwater,Beech,F14,2023-08-12,1.0941823793766945
Freshwater,Beech,F14,2023-08-13,1.2317083765929526
Freshwater,Beech,F14,2023-08-14,1.1967879541971174
Freshwater,Beech,F14,2023-08-15,1.0610031860679099
Freshwater,Beech,F14,2023-08-16,1.2301394156305567
Freshwater,Beech,F14,2023-08-17,1.0175032734369651
Freshwater,Beech,F14,2023-08-18,1.192025433724739
Freshwater,Beech,F14,2023-08-19,1.183190950259452
Freshwater,Beech,F14,2023-08-20,1.2523442354390446
Freshwater,Beech,F14,2023-08-21,1.2214679901968672
Freshwater,Beech,F14,2023-08-22,1.1704902530872543
Freshwater,Beech,F14,2023-08-23,1.176697224059269
Freshwater,Beech,F14,2023-08-24,0.7712889227409627
Freshwater,Beech,F14,2023-08-25,1.0561882846435466
Freshwater,Beech,F14,2023-08-26,0.8598543055843474
Freshwater,Beech,F14,2023-08-27,1.2255072654372472
Freshwater,Beech,F14,2023-08-28,0.3132547481564392
Freshwater,Beech,F14,2023-08-29,0.44469483176258595
Freshwater,Beech,F14,2023-08-30,1.1698268532252902
Freshwater,Beech,F14,2023-08-31,1.0274806344448926
Freshwater,Beech,F14,2023-09-01,1.1771313233808596
Freshwater,Beech,F14,2023-09-02,1.1385300710520592
Freshwater,Beech,F14,2023-09-03,1.1768817089253498
Freshwater,Beech,F14,2023-09-04,1.111883081373459
Freshwater,Beech,F14,2023-09-05,1.0633163196480298
Freshwater,Beech,F14,2023-09-06,1.0729448650602338
Freshwater,Beech,F14,2023-09-07,1.075090047421292
Freshwater,Beech,F14,2023-09-08,1.0087945005437091
Freshwater,Beech,F14,2023-09-09,0.7947295051434681
Freshwater,Beech,F14,2023-09-10,0.05518535663861619
Freshwater,Beech,F14,2023-09-11,0.44939498925410387
Freshwater,Beech,F14,2023-09-12,0.8005932862404431
Freshwater,Beech,F14,2023-09-13,0.9182692849360817
Freshwater,Beech,F14,2023-09-14,0.8838822264149659
Freshwater,Beech,F14,2023-09-15,0.7689342232529
Freshwater,Beech,F14,2023-09-16,0.9278100776095359
Freshwater,Beech,F14,2023-09-17,0.6462118083735249
Freshwater,Beech,F14,2023-09-18,0.24423499504332824
Freshwater,Beech,F14,2023-09-19,0.8826621888756098
Freshwater,Beech,F14,2023-09-20,0.9055480399989573
Freshwater,Beech,F14,2023-09-21,0.8455446372577465
Freshwater,Beech,F14,2023-09-22,0.684720446980495
Freshwater,Beech,F14,2023-09-23,0.01798953390817087
Freshwater,Beech,F14,2023-09-24,0.01795876750802939
Freshwater,Beech,F14,2023-09-25,0.5602398934240443
Freshwater,Beech,F14,2023-09-26,0.021372315271009953
Freshwater,Beech,F14,2023-09-27,0.6622967480859987
Freshwater,Beech,F14,2023-09-28,0.41704227164837593
Freshwater,Beech,F14,2023-09-29,0.277549647009409
Freshwater,Beech,F14,2023-09-30,0.5302151356794892
Freshwater,Beech,F14,2023-10-01,1.074345192064046
Freshwater,Beech,F14,2023-10-02,1.0036553979574008
Freshwater,Beech,F14,2023-10-03,0.8061867480198444
Freshwater,Beech,F14,2023-10-04,0.9446830240244427
Freshwater,Beech,F14,2023-10-05,0.8753622387763877
Freshwater,Beech,F14,2023-10-06,0.43953178902800705
Freshwater,Beech,F14,2023-10-07,0.0047574565683493
Freshwater,Beech,F14,2023-10-08,0.7868055555066436
Freshwater,Beech,F14,2023-10-09,0.8457346202014572
Freshwater,Beech,F14,2023-10-10,0.90609860665762
Freshwater,Beech,F14,2023-10-11,0.9361165858682249
Freshwater,Beech,F14,2023-10-12,0.8277754467290115
Freshwater,Beech,F14,2023-10-13,0.8201003621830498
Freshwater,Beech,F14,2023-10-14,0.008952949376933693
Freshwater,Beech,F14,2023-10-15,0.6512447553092827
Freshwater,Beech,F14,2023-10-16,0.6743548111924943
Freshwater,Beech,F14,2023-10-17,0.587853385437633
Freshwater,Beech,F14,2023-10-18,0.7720412999369176
Freshwater,Beech,F14,2023-10-19,0.7399561773324196
Freshwater,Beech,F14,2023-10-20,0.7019826111480002
Freshwater,Beech,F14,2023-10-21,0.7331712197873367
Freshwater,Beech,F14,2023-10-22,0.7440897732503593
Freshwater,Beech,F14,2023-10-23,0.7296062946396262
Freshwater,Beech,F14,2023-10-24,0.8010445622404336
Freshwater,Beech,F14,2023-10-25,0.8782781989310025
Freshwater,Beech,F14,2023-10-26,0.8443983163058286
Freshwater,Beech,F14,2023-10-27,0.8499642514830527
Freshwater,Beech,F14,2023-10-28,0.803297850540851
Freshwater,Beech,F14,2023-10-29,0.521772128661111
Freshwater,Beech,F14,2023-10-30,0.7289922114274104
Freshwater,Beech,F14,2023-10-31,0.35200006022374253
Freshwater,Beech,F14,2023-11-01,0.33417477406448787
Freshwater,Beech,F14,2023-11-02,0.30651127512308585
Freshwater,Beech,F14,2023-11-03,0.41666695147915406
Freshwater,Beech,F14,2023-11-04,0.42174825552620376
Freshwater,Beech,F14,2023-11-05,0.6742787196742802
Freshwater,Beech,F14,2023-11-06,0.33257823977523404
Freshwater,Beech,F14,2023-11-07,0.4875939191339138
Freshwater,Beech,F14,2023-11-08,0.2931354496000236
Freshwater,Beech,F14,2023-11-09,0.305514279252979
Freshwater,Beech,F14,2023-11-10,5.118302897214503e-4
Freshwater,Beech,F14,2023-11-11,0.02027574792371593
Freshwater,Beech,F14,2023-11-12,0.04240942195789363
Freshwater,Beech,F14,2023-11-13,0.018381117960764165
Freshwater,Beech,F14,2023-11-14,0.04156511855256542
Freshwater,Beech,F14,2023-11-15,0.01972353677063456
Freshwater,Beech,F14,2023-11-16,0.0163412298353766
Freshwater,Beech,F14,2023-11-17,0.008621750876332858
Freshwater,Beech,F14,2023-11-18,0.02001648358513819
Freshwater,Beech,F14,2023-11-19,0.03189379535437653
Freshwater,Beech,F14,2023-11-20,0.014213883095547964
Freshwater,Beech,F14,2023-11-21,0.014636094514286454
Freshwater,Beech,F14,2023-11-22,0.02360990103346253
Freshwater,Beech,F14,2023-11-23,0.019834899062041087
Freshwater,Beech,F14,2023-11-24,0.0366722614640112
Freshwater,Beech,F14,2023-11-25,0.022974429288658626
Freshwater,Beech,F14,2023-11-26,0.021479901293682442
Freshwater,Beech,F14,2023-11-27,0.029151296018962998
Freshwater,Beech,F14,2023-11-28,0.021515383340022124
Freshwater,Beech,F14,2023-11-29,0.005740580528969869
Freshwater,Beech,F14,2023-11-30,0.029159059116162584
Freshwater,Beech,F14,2023-12-01,0.020014571653709422
Freshwater,Beech,F14,2023-12-02,0.010758608394455917
Freshwater,Beech,F14,2023-12-03,0.008425872185269584
Freshwater,Beech,F14,2023-12-04,0.02793013442582451
Freshwater,Beech,F14,2023-12-05,0.03243166759552315
Freshwater,Beech,F14,2023-12-06,0.011904747263368088
Freshwater,Beech,F14,2023-12-07,0.023585021161815493
Freshwater,Beech,F14,2023-12-08,0.049340091089758516
Freshwater,Beech,F14,2023-12-09,0.05996129777647805
Freshwater,Beech,F14,2023-12-10,0.026710505163026903
Freshwater,Beech,F14,2023-12-11,0.057228157195528734
Freshwater,Beech,F14,2023-12-12,0.031245731083988926
Freshwater,Beech,F14,2023-12-13,0.038999074516593374
Freshwater,Beech,F14,2023-12-14,0.02214633231906172
Freshwater,Beech,F14,2023-12-15,0.036329960946185916
Freshwater,Beech,F14,2023-12-16,0.03002760223509634
Freshwater,Beech,F14,2023-12-17,0.018228261927934166
Freshwater,Beech,F14,2023-12-18,0.015460026728142085
Freshwater,Beech,F14,2023-12-19,0.018745444080560447
Freshwater,Beech,F14,2023-12-20,0.06423687056789142
Freshwater,Beech,F14,2023-12-21,0.05834318331075889
Freshwater,Beech,F14,2023-12-22,0.0138403985632559
Freshwater,Beech,F14,2023-12-23,0.021171719542177173
Freshwater,Beech,F14,2023-12-24,0.015664641251430068
Freshwater,Beech,F14,2023-12-25,0.03645686855932092
Freshwater,Beech,F14,2023-12-26,0.008522461639526422
Freshwater,Beech,F14,2023-12-27,0.008939999788771615
Freshwater,Beech,F14,2023-12-28,0.01702117885342492
Freshwater,Beech,F14,2023-12-29,0.024495696125918544
Freshwater,Beech,F14,2023-12-30,0.014616805968390358
Freshwater,Beech,F14,2023-12-31,0.01845277183375362
Freshwater,Beech,F15,2023-01-01,0.028408371797674813
Freshwater,Beech,F15,2023-01-02,0.06710650769859987
Freshwater,Beech,F15,2023-01-03,0.022134948277539496
Freshwater,Beech,F15,2023-01-04,0.02202596623265753
Freshwater,Beech,F15,2023-01-05,0.012530443623802383
Freshwater,Beech,F15,2023-01-06,0.0040047769428519595
Freshwater,Beech,F15,2023-01-07,0.016285822455223364
Freshwater,Beech,F15,2023-01-08,0.020162361713351493
Freshwater,Beech,F15,2023-01-09,0.02681722091287006
Freshwater,Beech,F15,2023-01-10,0.01554010221366008
Freshwater,Beech,F15,2023-01-11,0.007404279478516958
Freshwater,Beech,F15,2023-01-12,0.02542722973108865
Freshwater,Beech,F15,2023-01-13,0.02038703612389402
Freshwater,Beech,F15,2023-01-14,0.0033586775815224994
Freshwater,Beech,F15,2023-01-15,0.0124076039230883
Freshwater,Beech,F15,2023-01-16,0.03752353587527488
Freshwater,Beech,F15,2023-01-17,0.0015947938776811198
